gene_id,gene_name,entrez_id,gene_type,logFC,logCPM,F,PValue,FDR
ENSG00000270972,ENSG00000270972,NA,lncRNA,3.351671513,3.195277033,98.41190542,3.12E-16,2.49E-14
ENSG00000227017,ENSG00000227017,NA,lncRNA,3.189189968,-1.943357611,85.65780225,3.12E-16,2.49E-14
ENSG00000125148,MT2A,4502,protein_coding,3.37345609,6.018743146,98.33639882,3.15E-16,2.51E-14
ENSG00000013374,NUB1,51667,protein_coding,2.063077995,7.787903025,98.13769765,3.31E-16,2.62E-14
ENSG00000172432,GTPBP2,54676,protein_coding,1.470164452,7.019005222,98.12343351,3.32E-16,2.62E-14
ENSG00000138642,HERC6,55008,protein_coding,2.90873225,6.148616086,98.09207865,3.34E-16,2.63E-14
ENSG00000136643,RPS6KC1,26750,protein_coding,0.670574491,4.606787922,98.0830387,3.35E-16,2.63E-14
ENSG00000182179,UBA7,7318,protein_coding,1.15918131,7.658143716,98.04127188,3.39E-16,2.64E-14
ENSG00000054598,FOXC1,2296,protein_coding,2.740240622,-1.119183197,96.87715669,3.48E-16,2.71E-14
ENSG00000103313,MEFV,4210,protein_coding,1.559272221,9.127210228,97.76334362,3.63E-16,2.81E-14
ENSG00000107968,MAP3K8,1326,protein_coding,0.680438828,5.534574227,97.69624678,3.69E-16,2.83E-14
ENSG00000136816,TOR1B,27348,protein_coding,2.377451111,6.521210433,97.69622356,3.69E-16,2.83E-14
ENSG00000160216,AGPAT3,56894,protein_coding,0.93428562,7.244343079,97.62063886,3.76E-16,2.87E-14
ENSG00000108861,DUSP3,1845,protein_coding,1.131496678,5.609154378,97.57337403,3.80E-16,2.89E-14
ENSG00000065911,MTHFD2,10797,protein_coding,1.384104417,5.468068705,97.56894251,3.80E-16,2.89E-14
ENSG00000140280,LYSMD2,256586,protein_coding,1.601798942,5.34593944,97.53570904,3.83E-16,2.90E-14
ENSG00000130303,BST2,684,protein_coding,2.252473904,7.052679334,97.52478149,3.84E-16,2.90E-14
ENSG00000246430,LINC00968,100507632,lncRNA,1.650788038,1.028050668,97.4923201,3.92E-16,2.94E-14
ENSG00000116663,FBXO6,26270,protein_coding,2.55080393,5.259630776,97.41637277,3.95E-16,2.95E-14
ENSG00000130813,SHFL,55337,protein_coding,1.869750449,6.552262876,97.3075451,4.06E-16,3.02E-14
ENSG00000141664,ZCCHC2,54877,protein_coding,2.237044081,7.937847494,97.24658054,4.12E-16,3.06E-14
ENSG00000162654,GBP4,115361,protein_coding,3.129386359,8.801135596,97.22250477,4.14E-16,3.06E-14
ENSG00000148834,GSTO1,9446,protein_coding,0.995002447,5.265223232,97.08815032,4.28E-16,3.15E-14
ENSG00000145416,MARCHF1,55016,protein_coding,1.128591038,6.271481307,97.08525996,4.28E-16,3.15E-14
ENSG00000128604,IRF5,3663,protein_coding,1.511866292,6.585433585,96.80468778,4.59E-16,3.36E-14
ENSG00000196664,TLR7,51284,protein_coding,1.95215621,5.129739022,96.74329788,4.66E-16,3.40E-14
ENSG00000085449,WDFY1,57590,protein_coding,1.728188108,5.708585349,96.7321653,4.68E-16,3.40E-14
ENSG00000100889,PCK2,5106,protein_coding,0.648025884,4.682637688,96.62794633,4.80E-16,3.47E-14
ENSG00000242113,RN7SL124P,106480955,misc_RNA,3.181105629,1.007529156,96.64013916,4.97E-16,3.59E-14
ENSG00000120280,TASL,80231,protein_coding,1.769582335,5.739329875,96.45004675,5.01E-16,3.60E-14
ENSG00000144136,SLC20A1,6574,protein_coding,0.746829866,6.650165817,96.386195,5.09E-16,3.64E-14
ENSG00000023318,ERP44,23071,protein_coding,0.973801367,5.912033555,96.37230576,5.11E-16,3.64E-14
ENSG00000068784,SRBD1,55133,protein_coding,1.043135464,4.814074467,96.35924767,5.13E-16,3.64E-14
ENSG00000167173,C15orf39,56905,protein_coding,1.09481129,8.880494293,96.34437278,5.15E-16,3.64E-14
ENSG00000140853,NLRC5,84166,protein_coding,1.350733538,9.659292276,96.32912779,5.17E-16,3.65E-14
ENSG00000176871,WSB2,55884,protein_coding,1.01940928,5.560270789,96.30838574,5.19E-16,3.65E-14
ENSG00000137200,CMTR1,23070,protein_coding,2.118238683,7.369521874,96.26906451,5.24E-16,3.67E-14
ENSG00000260804,LINC01963,150967,lncRNA,-0.781569904,3.019901208,96.20613488,5.33E-16,3.72E-14
ENSG00000008277,ADAM22,53616,protein_coding,-1.432066038,1.613698491,96.16390606,5.41E-16,3.76E-14
ENSG00000173198,CYSLTR1,10800,protein_coding,1.140079142,4.65240871,96.10411738,5.46E-16,3.79E-14
ENSG00000186074,CD300LF,146722,protein_coding,0.910911725,6.301701789,96.06627461,5.51E-16,3.81E-14
ENSG00000124357,NAGK,55577,protein_coding,1.362045587,8.279677999,95.91463512,5.72E-16,3.94E-14
ENSG00000168813,ZNF507,22847,protein_coding,-0.717845474,4.953368394,95.88734682,5.76E-16,3.96E-14
ENSG00000134744,TUT4,23318,protein_coding,-0.619926203,6.091318612,95.79714846,5.89E-16,4.03E-14
ENSG00000164253,WDR41,55255,protein_coding,0.666940201,4.361965318,95.76138408,5.95E-16,4.05E-14
ENSG00000244198,ARHGEF35-AS1,NA,lncRNA,-1.112771378,1.818866266,95.7452812,5.99E-16,4.07E-14
ENSG00000165168,CYBB,1536,protein_coding,1.41534416,9.678043856,95.67852861,6.07E-16,4.11E-14
ENSG00000289234,ZNF496-DT,107985115,lncRNA,2.572455944,3.217098532,95.51204109,6.34E-16,4.28E-14
ENSG00000163565,IFI16,3428,protein_coding,2.069663138,8.407080524,95.47659618,6.38E-16,4.29E-14
ENSG00000287188,ENSG00000287188,NA,lncRNA,2.570499215,-0.926512862,89.54213368,6.41E-16,4.30E-14
ENSG00000175550,DRAP1,10589,protein_coding,1.739099523,6.089006844,95.3975011,6.51E-16,4.35E-14
ENSG00000181381,DDX60L,91351,protein_coding,2.79299695,9.243416691,95.22410661,6.80E-16,4.52E-14
ENSG00000119686,FLVCR2,55640,protein_coding,1.419799648,3.871999789,95.21627144,6.81E-16,4.52E-14
ENSG00000078081,LAMP3,27074,protein_coding,5.808609539,5.551616379,95.07673878,7.01E-16,4.62E-14
ENSG00000261644,CYLD-AS1,102724907,lncRNA,1.359798946,3.107405382,95.0943128,7.03E-16,4.62E-14
ENSG00000157693,TMEM268,203197,protein_coding,1.882657477,5.930874358,95.08707696,7.03E-16,4.62E-14
ENSG00000167851,CD300A,11314,protein_coding,1.063436061,7.423788112,95.05651461,7.09E-16,4.64E-14
ENSG00000170074,FAM153A,285596,protein_coding,-1.261413363,3.313490282,95.02533579,7.15E-16,4.66E-14
ENSG00000138119,MYOF,26509,protein_coding,2.204951999,6.915432046,95.01168195,7.17E-16,4.66E-14
ENSG00000102794,ACOD1,730249,protein_coding,3.292757384,-1.219941726,82.84908902,7.20E-16,4.67E-14
ENSG00000239713,APOBEC3G,60489,protein_coding,1.223540273,6.241563555,94.95911353,7.26E-16,4.69E-14
ENSG00000279236,ENSG00000279236,NA,TEC,2.348427792,3.52812418,94.85877418,7.45E-16,4.80E-14
ENSG00000128284,APOL3,80833,protein_coding,1.305039141,7.509573534,94.64892253,7.85E-16,5.04E-14
ENSG00000173221,GLRX,2745,protein_coding,1.331496406,6.800235817,94.61699396,7.91E-16,5.06E-14
ENSG00000135441,BLOC1S1,2647,protein_coding,0.752985237,3.389020893,94.55099003,8.05E-16,5.13E-14
ENSG00000033867,SLC4A7,9497,protein_coding,-0.757631936,5.136186489,94.50021031,8.14E-16,5.18E-14
ENSG00000282851,BISPR,105221694,lncRNA,1.95468204,5.078992817,94.44415698,8.26E-16,5.24E-14
ENSG00000111335,OAS2,4939,protein_coding,3.255764574,8.976041182,94.4255523,8.30E-16,5.24E-14
ENSG00000163512,AZI2,64343,protein_coding,1.092504798,5.159982234,94.39208564,8.37E-16,5.27E-14
ENSG00000134326,CMPK2,129607,protein_coding,3.938393047,7.631964854,94.35796015,8.44E-16,5.30E-14
ENSG00000013364,MVP,9961,protein_coding,1.136990447,8.602356575,94.32955185,8.50E-16,5.32E-14
ENSG00000176170,SPHK1,8877,protein_coding,0.96497584,2.890862814,94.32479212,8.52E-16,5.32E-14
ENSG00000135604,STX11,8676,protein_coding,1.885647707,8.024778224,94.21956744,8.74E-16,5.44E-14
ENSG00000136514,RTP4,64108,protein_coding,3.005207576,4.840548613,94.16584593,8.86E-16,5.50E-14
ENSG00000115339,GALNT3,2591,protein_coding,1.365466081,5.071935092,94.06993637,9.07E-16,5.61E-14
ENSG00000178685,PARP10,84875,protein_coding,2.096939275,8.499045842,93.80091547,9.71E-16,5.98E-14
ENSG00000129465,RIPK3,11035,protein_coding,0.836942983,4.851717711,93.6739703,1.00E-15,6.16E-14
ENSG00000070018,LRP6,4040,protein_coding,-1.112923525,2.105696044,93.48288336,1.05E-15,6.44E-14
ENSG00000125355,TMEM255A,55026,protein_coding,2.712846512,0.81238265,93.10417592,1.06E-15,6.44E-14
ENSG00000086065,CHMP5,51510,protein_coding,1.870741305,6.193301861,93.44226174,1.06E-15,6.47E-14
ENSG00000240065,PSMB9,5698,protein_coding,1.584692632,7.778663449,93.31756853,1.10E-15,6.65E-14
ENSG00000111181,SLC6A12,6539,protein_coding,2.083884533,3.786660199,93.29928224,1.10E-15,6.67E-14
ENSG00000137965,IFI44,10561,protein_coding,4.147599694,7.462470117,93.24414146,1.12E-15,6.74E-14
ENSG00000162512,SDC3,9672,protein_coding,2.74551073,3.983396567,93.22076635,1.12E-15,6.76E-14
ENSG00000173611,SCAI,286205,protein_coding,-1.000919615,3.356964831,93.19892095,1.13E-15,6.78E-14
ENSG00000196116,TDRD7,23424,protein_coding,2.260402904,6.165611706,93.16713439,1.14E-15,6.81E-14
ENSG00000162645,GBP2,2634,protein_coding,1.815356003,9.136920243,93.0876626,1.16E-15,6.92E-14
ENSG00000161640,SIGLEC11,114132,protein_coding,1.851343661,1.328295314,93.15462594,1.17E-15,6.97E-14
ENSG00000101160,CTSZ,1522,protein_coding,0.91644883,8.247691859,93.02540145,1.18E-15,6.99E-14
ENSG00000169230,PRELID1,27166,protein_coding,0.937530944,6.955916821,92.98628208,1.19E-15,7.04E-14
ENSG00000128512,DOCK4,9732,protein_coding,3.217238216,6.563553696,92.86869542,1.23E-15,7.23E-14
ENSG00000111321,LTBR,4055,protein_coding,0.953406017,6.273259232,92.80608575,1.25E-15,7.31E-14
ENSG00000185897,FFAR3,2865,protein_coding,3.011817062,0.411513674,92.55933514,1.25E-15,7.31E-14
ENSG00000126709,IFI6,2537,protein_coding,4.447736791,8.657031064,92.62767236,1.30E-15,7.62E-14
ENSG00000253958,CLDN23,137075,protein_coding,1.513173872,0.958390505,92.64930349,1.31E-15,7.64E-14
ENSG00000228956,SATB1-AS1,NA,lncRNA,-1.032120671,3.601012415,92.59291013,1.32E-15,7.64E-14
ENSG00000130066,SAT1,6303,protein_coding,1.955929353,8.793477044,92.50832192,1.34E-15,7.78E-14
ENSG00000196550,FAM72A,729533,protein_coding,2.40420738,0.651832728,92.637299,1.36E-15,7.83E-14
ENSG00000197536,IRF1-AS1,NA,lncRNA,1.759652471,7.112970493,92.4596204,1.36E-15,7.83E-14
ENSG00000135363,LMO2,4005,protein_coding,2.031229211,6.664677125,92.41224604,1.38E-15,7.91E-14
ENSG00000136813,ECPAS,23392,protein_coding,0.484048285,6.498322672,92.3741044,1.39E-15,7.96E-14
ENSG00000252206,RNU7-40P,100147827,snRNA,2.706178139,1.896774603,92.39280966,1.41E-15,8.06E-14
ENSG00000134627,PIWIL4,143689,protein_coding,1.141391802,1.822726698,92.31320201,1.42E-15,8.06E-14
ENSG00000104974,LILRA1,11024,protein_coding,0.764125208,7.105688681,92.19168217,1.46E-15,8.26E-14
ENSG00000119922,IFIT2,3433,protein_coding,4.097327349,10.29159026,92.01246292,1.52E-15,8.62E-14
ENSG00000225964,NRIR,NA,lncRNA,2.857585516,3.361531148,91.98199572,1.54E-15,8.66E-14
ENSG00000237980,LINC02773,NA,lncRNA,2.842093472,0.647994182,92.10338812,1.54E-15,8.66E-14
ENSG00000010327,STAB1,23166,protein_coding,1.403262649,7.824377809,91.96058531,1.54E-15,8.66E-14
ENSG00000188290,HES4,57801,protein_coding,4.424527968,4.77456329,91.92421604,1.56E-15,8.74E-14
ENSG00000115159,GPD2,2820,protein_coding,1.433194227,5.750734896,91.8753689,1.58E-15,8.80E-14
ENSG00000102053,ZC3H12B,340554,protein_coding,-0.863595867,3.10430007,91.84928658,1.59E-15,8.84E-14
ENSG00000279348,ENSG00000279348,NA,TEC,-0.655617944,3.27931043,91.78598974,1.62E-15,8.95E-14
ENSG00000255328,ENSG00000255328,NA,lncRNA,3.009302104,3.720118152,91.78337076,1.62E-15,8.95E-14
ENSG00000139572,GPR84,53831,protein_coding,2.513493635,1.550228181,91.79372528,1.64E-15,9.04E-14
ENSG00000162772,ATF3,467,protein_coding,4.036714793,4.117184795,91.73418598,1.65E-15,9.07E-14
ENSG00000124243,BCAS4,55653,protein_coding,-0.973957664,2.953709418,91.69265302,1.65E-15,9.08E-14
ENSG00000112773,TENT5A,55603,protein_coding,2.024342221,6.450948961,91.64782329,1.67E-15,9.13E-14
ENSG00000171631,P2RY6,5031,protein_coding,1.665560493,2.012230088,91.65514141,1.67E-15,9.13E-14
ENSG00000148600,CDHR1,92211,protein_coding,-1.638279678,1.604593667,91.64575226,1.69E-15,9.18E-14
ENSG00000277443,MARCKS,4082,protein_coding,1.374859191,7.605094453,91.53081631,1.72E-15,9.35E-14
ENSG00000153029,MR1,3140,protein_coding,1.074720722,6.191966748,91.49075472,1.74E-15,9.42E-14
ENSG00000185760,KCNQ5,56479,protein_coding,-1.223417989,2.520156933,91.37209602,1.80E-15,9.68E-14
ENSG00000173083,HPSE,10855,protein_coding,1.369506496,5.721132726,91.36012712,1.80E-15,9.68E-14
ENSG00000102524,TNFSF13B,10673,protein_coding,2.762972165,7.483057712,91.24977429,1.85E-15,9.93E-14
ENSG00000021355,SERPINB1,1992,protein_coding,1.228894572,7.504061958,91.24079331,1.85E-15,9.93E-14
ENSG00000055332,EIF2AK2,5610,protein_coding,2.580576199,8.477218188,91.13588303,1.90E-15,1.02E-13
ENSG00000135114,OASL,8638,protein_coding,4.273586002,7.892124158,91.05883027,1.94E-15,1.03E-13
ENSG00000188820,CALHM6,441168,protein_coding,3.490712772,5.449996786,90.99625932,1.99E-15,1.06E-13
ENSG00000154451,GBP5,115362,protein_coding,3.149088056,10.25155665,90.94632435,2.00E-15,1.06E-13
ENSG00000073737,DHRS9,10170,protein_coding,1.843575267,5.040472843,90.92846009,2.01E-15,1.06E-13
ENSG00000138670,RASGEF1B,153020,protein_coding,1.30034421,4.090664579,90.83933755,2.05E-15,1.08E-13
ENSG00000092330,TINF2,26277,protein_coding,0.536589864,6.363761953,90.78963348,2.08E-15,1.09E-13
ENSG00000279861,ENSG00000279861,NA,TEC,1.998595723,3.158050854,90.76339137,2.10E-15,1.10E-13
ENSG00000171155,C1GALT1C1,29071,protein_coding,0.947637654,3.784467701,90.56765226,2.20E-15,1.15E-13
ENSG00000138166,DUSP5,1847,protein_coding,1.508880739,4.604202245,90.5025438,2.24E-15,1.17E-13
ENSG00000164308,ERAP2,64167,protein_coding,1.072535423,6.816272891,90.38048198,2.31E-15,1.20E-13
ENSG00000132357,CARD6,84674,protein_coding,1.128150304,4.887014197,90.34786332,2.33E-15,1.21E-13
ENSG00000107036,RIC1,57589,protein_coding,0.778677331,6.433828814,90.2629792,2.38E-15,1.23E-13
ENSG00000117475,BLZF1,8548,protein_coding,1.201841209,4.703804366,90.186002,2.43E-15,1.25E-13
ENSG00000107736,CDH23,64072,protein_coding,0.975098772,6.503890203,90.13773219,2.46E-15,1.27E-13
ENSG00000213719,CLIC1,1192,protein_coding,1.138852606,8.081337093,90.10886657,2.48E-15,1.27E-13
ENSG00000227032,RPS2P36,100271243,processed_pseudogene,1.659786709,2.654210069,89.85924462,2.64E-15,1.35E-13
ENSG00000151612,ZNF827,152485,protein_coding,-1.024449415,4.013675376,89.72853721,2.73E-15,1.40E-13
ENSG00000112182,BACH2,60468,protein_coding,-0.968824076,6.344484255,89.62875089,2.80E-15,1.43E-13
ENSG00000260943,LINC02555,NA,lncRNA,2.755606905,1.737497945,89.68240061,2.81E-15,1.43E-13
ENSG00000104320,NBN,4683,protein_coding,1.571108316,7.098782846,89.54117963,2.87E-15,1.45E-13
ENSG00000110492,MDK,4192,protein_coding,2.299484159,1.761235402,89.39065535,3.00E-15,1.51E-13
ENSG00000188610,FAM72B,653820,protein_coding,2.220431604,-0.049637832,89.4848702,3.15E-15,1.59E-13
ENSG00000147408,CSGALNACT1,55790,protein_coding,-0.905083378,5.273918429,89.11634962,3.20E-15,1.60E-13
ENSG00000213928,IRF9,10379,protein_coding,1.379143225,6.219618803,89.1152082,3.20E-15,1.60E-13
ENSG00000154217,PITPNC1,26207,protein_coding,-0.88449868,6.130529926,89.11300491,3.20E-15,1.60E-13
ENSG00000241839,PLEKHO2,80301,protein_coding,1.042990819,7.819001576,89.10200673,3.21E-15,1.60E-13
ENSG00000173821,RNF213,57674,protein_coding,2.185612796,12.30432051,88.98904099,3.30E-15,1.65E-13
ENSG00000171115,GIMAP8,155038,protein_coding,1.311003516,7.273511344,88.90931097,3.37E-15,1.67E-13
ENSG00000234127,TRIM26,7726,protein_coding,1.141715064,6.578108931,88.89442491,3.38E-15,1.67E-13
ENSG00000146425,DYNLT1,6993,protein_coding,1.943287289,6.476975764,88.89353688,3.39E-15,1.67E-13
ENSG00000183087,GAS6,2621,protein_coding,1.597414148,3.563837239,88.89099012,3.39E-15,1.67E-13
ENSG00000106772,PRUNE2,158471,protein_coding,1.641447147,1.213289974,89.00644366,3.39E-15,1.67E-13
ENSG00000072121,ZFYVE26,23503,protein_coding,1.422297374,6.949311615,88.87317915,3.40E-15,1.67E-13
ENSG00000143344,RGL1,23179,protein_coding,2.403690563,3.440312079,88.82188243,3.45E-15,1.69E-13
ENSG00000089041,P2RX7,5027,protein_coding,1.37736495,5.604549356,88.8073065,3.46E-15,1.69E-13
ENSG00000109046,WSB1,26118,protein_coding,0.905306948,7.405587407,88.76347014,3.50E-15,1.71E-13
ENSG00000185880,TRIM69,140691,protein_coding,1.296377877,5.922500068,88.75088214,3.51E-15,1.71E-13
ENSG00000160691,SHC1,6464,protein_coding,0.458859622,6.05539855,88.72488872,3.54E-15,1.71E-13
ENSG00000168256,NKIRAS2,28511,protein_coding,0.687033057,5.272309422,88.67637004,3.58E-15,1.73E-13
ENSG00000142961,MOB3C,148932,protein_coding,1.282610278,6.098655478,88.56305055,3.69E-15,1.77E-13
ENSG00000157601,MX1,4599,protein_coding,4.288910719,10.38277364,88.56113209,3.69E-15,1.77E-13
ENSG00000196576,PLXNB2,23654,protein_coding,1.108581105,8.442202827,88.55592175,3.69E-15,1.77E-13
ENSG00000185753,CXorf38,159013,protein_coding,0.624347139,6.265484152,88.5151117,3.73E-15,1.79E-13
ENSG00000160305,DIP2A,23181,protein_coding,-0.779903009,7.168485678,88.49458398,3.75E-15,1.79E-13
ENSG00000196358,NTNG2,84628,protein_coding,2.627580324,6.712786002,88.37346978,3.87E-15,1.85E-13
ENSG00000185722,ANKFY1,51479,protein_coding,1.52978677,7.854519709,88.29833604,3.95E-15,1.88E-13
ENSG00000088827,SIGLEC1,6614,protein_coding,4.817275567,7.776645793,88.28272841,3.96E-15,1.88E-13
ENSG00000011600,TYROBP,7305,protein_coding,1.076371991,7.901911928,88.19130432,4.06E-15,1.92E-13
ENSG00000134905,CARS2,79587,protein_coding,0.822040712,6.803488758,88.07331994,4.19E-15,1.98E-13
ENSG00000126217,MCF2L,23263,protein_coding,-1.053446261,3.491468226,88.05985359,4.20E-15,1.98E-13
ENSG00000146859,TMEM140,55281,protein_coding,1.726279292,7.837412607,87.90214273,4.38E-15,2.06E-13
ENSG00000146232,NFKBIE,4794,protein_coding,1.189070698,4.945290767,87.87443217,4.41E-15,2.07E-13
ENSG00000174306,ZHX3,23051,protein_coding,-0.926054929,3.685376063,87.85830944,4.43E-15,2.07E-13
ENSG00000111331,OAS3,4940,protein_coding,4.413616244,10.24482644,87.76794706,4.53E-15,2.11E-13
ENSG00000204634,TBC1D8,11138,protein_coding,0.978579497,5.317998871,87.73036257,4.58E-15,2.13E-13
ENSG00000172426,RSPH9,221421,protein_coding,2.987588143,0.871433649,87.83887814,4.66E-15,2.16E-13
ENSG00000030582,GRN,2896,protein_coding,1.295765336,9.372663012,87.6024325,4.73E-15,2.19E-13
ENSG00000023171,GRAMD1B,57476,protein_coding,2.487002274,6.131274471,87.58410913,4.75E-15,2.20E-13
ENSG00000286646,MAP3K5-AS2,NA,lncRNA,1.229124411,3.782518273,87.51235213,4.84E-15,2.23E-13
ENSG00000100918,REC8,9985,protein_coding,1.061021111,5.348771112,87.46925377,4.90E-15,2.25E-13
ENSG00000088881,EBF4,57593,protein_coding,-1.864229297,1.091850652,87.41691786,5.06E-15,2.32E-13
ENSG00000140750,ARHGAP17,55114,protein_coding,0.740489245,6.406529906,87.29749019,5.12E-15,2.35E-13
ENSG00000149577,SIDT2,51092,protein_coding,0.724641418,6.768153479,87.25668691,5.18E-15,2.37E-13
ENSG00000110446,SLC15A3,51296,protein_coding,0.821019548,6.855391739,87.18544787,5.27E-15,2.40E-13
ENSG00000120217,CD274,29126,protein_coding,3.737469694,6.328552743,86.97644895,5.57E-15,2.53E-13
ENSG00000271425,NBPF10,100132406,protein_coding,0.506782082,5.457236375,86.94840574,5.61E-15,2.55E-13
ENSG00000277511,ENSG00000277511,NA,lncRNA,2.480502146,1.125968118,87.12485682,5.62E-15,2.55E-13
ENSG00000164111,ANXA5,308,protein_coding,1.253524317,6.648658645,86.91197551,5.66E-15,2.56E-13
ENSG00000167208,SNX20,124460,protein_coding,0.946330122,7.369806275,86.8458729,5.76E-15,2.60E-13
ENSG00000092010,PSME1,5720,protein_coding,1.174349062,8.082348655,86.81936262,5.80E-15,2.61E-13
ENSG00000161267,BDH1,622,protein_coding,-1.150599397,3.721001903,86.78173241,5.86E-15,2.63E-13
ENSG00000233214,ENSG00000233214,NA,lncRNA,2.068616993,1.811965018,86.72590178,5.99E-15,2.68E-13
ENSG00000187164,SHTN1,57698,protein_coding,1.264061392,4.719306409,86.69396854,5.99E-15,2.68E-13
ENSG00000136682,ZNG1B,150472,protein_coding,1.548970349,5.071196789,86.60368068,6.14E-15,2.73E-13
ENSG00000072694,FCGR2B,2213,protein_coding,1.468420294,5.053764022,86.60361615,6.14E-15,2.73E-13
ENSG00000138600,SPPL2A,84888,protein_coding,0.855394431,6.129042371,86.57947296,6.18E-15,2.74E-13
ENSG00000155363,MOV10,4343,protein_coding,2.509870825,7.335693814,86.44033831,6.40E-15,2.84E-13
ENSG00000144645,OSBPL10,114884,protein_coding,-0.995836358,4.174502013,86.24882854,6.74E-15,2.97E-13
ENSG00000154358,OBSCN,84033,protein_coding,-1.115539711,7.209690243,86.24485952,6.74E-15,2.97E-13
ENSG00000121281,ADCY7,113,protein_coding,0.689996946,8.878404986,86.22129819,6.78E-15,2.98E-13
ENSG00000203797,DDO,8528,protein_coding,1.703742132,-0.002197391,86.3444138,6.88E-15,3.02E-13
ENSG00000125826,RBCK1,10616,protein_coding,1.71911162,8.275775727,86.13185828,6.94E-15,3.04E-13
ENSG00000289582,ENSG00000289582,NA,lncRNA,2.143625712,1.750149109,86.1343191,7.00E-15,3.06E-13
ENSG00000084733,RAB10,10890,protein_coding,0.704798141,7.28564453,86.08401808,7.03E-15,3.07E-13
ENSG00000079263,SP140,11262,protein_coding,2.047882411,7.133008605,86.06766951,7.06E-15,3.07E-13
ENSG00000273272,ENSG00000273272,NA,lncRNA,1.806390606,3.250794443,85.97991156,7.23E-15,3.14E-13
ENSG00000156273,BACH1,571,protein_coding,1.070879508,8.610592863,85.90580248,7.37E-15,3.19E-13
